"20230201","2023-02-01","1","Febrero","2023","C1-2023","0"
"20230202","2023-02-02","2","Febrero","2023","C1-2023","0"
"20230203","2023-02-03","3","Febrero","2023","C1-2023","0"
"20230204","2023-02-04","4","Febrero","2023","C1-2023","0"
"20230205","2023-02-05","5","Febrero","2023","C1-2023","0"
"20230206","2023-02-06","6","Febrero","2023","C1-2023","0"
"20230207","2023-02-07","7","Febrero","2023","C1-2023","0"
"20230208","2023-02-08","8","Febrero","2023","C1-2023","0"
"20230209","2023-02-09","9","Febrero","2023","C1-2023","0"
"20230210","2023-02-10","10","Febrero","2023","C1-2023","0"
"20230211","2023-02-11","11","Febrero","2023","C1-2023","0"
"20230212","2023-02-12","12","Febrero","2023","C1-2023","0"
"20230213","2023-02-13","13","Febrero","2023","C1-2023","0"
"20230214","2023-02-14","14","Febrero","2023","C1-2023","0"
"20230215","2023-02-15","15","Febrero","2023","C1-2023","0"
"20230216","2023-02-16","16","Febrero","2023","C1-2023","0"
"20230217","2023-02-17","17","Febrero","2023","C1-2023","0"
"20230218","2023-02-18","18","Febrero","2023","C1-2023","0"
"20230219","2023-02-19","19","Febrero","2023","C1-2023","0"
"20230220","2023-02-20","20","Febrero","2023","C1-2023","0"
"20230221","2023-02-21","21","Febrero","2023","C1-2023","0"
"20230222","2023-02-22","22","Febrero","2023","C1-2023","0"
"20230223","2023-02-23","23","Febrero","2023","C1-2023","0"
"20230224","2023-02-24","24","Febrero","2023","C1-2023","0"
"20230225","2023-02-25","25","Febrero","2023","C1-2023","0"
"20230226","2023-02-26","26","Febrero","2023","C1-2023","0"
"20230227","2023-02-27","27","Febrero","2023","C1-2023","0"
"20230228","2023-02-28","28","Febrero","2023","C1-2023","0"
"20230301","2023-03-01","1","Marzo","2023","C1-2023","0"
"20230302","2023-03-02","2","Marzo","2023","C1-2023","0"
"20230303","2023-03-03","3","Marzo","2023","C1-2023","0"
"20230304","2023-03-04","4","Marzo","2023","C1-2023","0"
"20230305","2023-03-05","5","Marzo","2023","C1-2023","0"
"20230306","2023-03-06","6","Marzo","2023","C1-2023","0"
"20230307","2023-03-07","7","Marzo","2023","C1-2023","0"
"20230308","2023-03-08","8","Marzo","2023","C1-2023","0"
"20230309","2023-03-09","9","Marzo","2023","C1-2023","0"
"20230310","2023-03-10","10","Marzo","2023","C1-2023","0"
"20230311","2023-03-11","11","Marzo","2023","C1-2023","0"
"20230312","2023-03-12","12","Marzo","2023","C1-2023","0"
"20230313","2023-03-13","13","Marzo","2023","C1-2023","0"
"20230314","2023-03-14","14","Marzo","2023","C1-2023","0"
"20230315","2023-03-15","15","Marzo","2023","C1-2023","0"
"20230316","2023-03-16","16","Marzo","2023","C1-2023","0"
"20230317","2023-03-17","17","Marzo","2023","C1-2023","0"
"20230318","2023-03-18","18","Marzo","2023","C1-2023","0"
"20230319","2023-03-19","19","Marzo","2023","C1-2023","0"
"20230320","2023-03-20","20","Marzo","2023","C1-2023","0"
"20230321","2023-03-21","21","Marzo","2023","C1-2023","0"
"20230322","2023-03-22","22","Marzo","2023","C1-2023","0"
"20230323","2023-03-23","23","Marzo","2023","C1-2023","0"
"20230324","2023-03-24","24","Marzo","2023","C1-2023","0"
"20230325","2023-03-25","25","Marzo","2023","C1-2023","0"
"20230326","2023-03-26","26","Marzo","2023","C1-2023","0"
"20230327","2023-03-27","27","Marzo","2023","C1-2023","0"
"20230328","2023-03-28","28","Marzo","2023","C1-2023","0"
"20230701","2023-07-01","1","Julio","2023","C1-2023","0"
"20230702","2023-07-02","2","Julio","2023","C1-2023","0"
"20230703","2023-07-03","3","Julio","2023","C1-2023","0"
"20230704","2023-07-04","4","Julio","2023","C1-2023","0"
"20230705","2023-07-05","5","Julio","2023","C1-2023","0"
"20230706","2023-07-06","6","Julio","2023","C1-2023","0"
"20230707","2023-07-07","7","Julio","2023","C1-2023","0"
"20230708","2023-07-08","8","Julio","2023","C1-2023","0"
"20230709","2023-07-09","9","Julio","2023","C1-2023","0"
"20230710","2023-07-10","10","Julio","2023","C1-2023","0"
"20230711","2023-07-11","11","Julio","2023","C1-2023","0"
"20230712","2023-07-12","12","Julio","2023","C1-2023","0"
"20230713","2023-07-13","13","Julio","2023","C1-2023","0"
"20230714","2023-07-14","14","Julio","2023","C1-2023","0"
"20230715","2023-07-15","15","Julio","2023","C1-2023","0"
"20230716","2023-07-16","16","Julio","2023","C1-2023","0"
"20230717","2023-07-17","17","Julio","2023","C1-2023","0"
"20230718","2023-07-18","18","Julio","2023","C1-2023","0"
"20230719","2023-07-19","19","Julio","2023","C1-2023","0"
"20230720","2023-07-20","20","Julio","2023","C1-2023","0"
"20230801","2023-08-01","1","Agosto","2023","C2-2023","0"
"20230802","2023-08-02","2","Agosto","2023","C2-2023","0"
"20230803","2023-08-03","3","Agosto","2023","C2-2023","0"
"20230804","2023-08-04","4","Agosto","2023","C2-2023","0"
"20230805","2023-08-05","5","Agosto","2023","C2-2023","0"
"20230806","2023-08-06","6","Agosto","2023","C2-2023","0"
"20230807","2023-08-07","7","Agosto","2023","C2-2023","0"
"20230808","2023-08-08","8","Agosto","2023","C2-2023","0"
"20230809","2023-08-09","9","Agosto","2023","C2-2023","0"
"20230810","2023-08-10","10","Agosto","2023","C2-2023","0"
"20230811","2023-08-11","11","Agosto","2023","C2-2023","0"
"20230812","2023-08-12","12","Agosto","2023","C2-2023","0"
"20230813","2023-08-13","13","Agosto","2023","C2-2023","0"
"20230814","2023-08-14","14","Agosto","2023","C2-2023","0"
"20230815","2023-08-15","15","Agosto","2023","C2-2023","0"
"20230816","2023-08-16","16","Agosto","2023","C2-2023","0"
"20230817","2023-08-17","17","Agosto","2023","C2-2023","0"
"20230818","2023-08-18","18","Agosto","2023","C2-2023","0"
"20230819","2023-08-19","19","Agosto","2023","C2-2023","0"
"20230820","2023-08-20","20","Agosto","2023","C2-2023","0"
"20231201","2023-12-01","1","Diciembre","2023","C2-2023","0"
"20231202","2023-12-02","2","Diciembre","2023","C2-2023","0"
"20231203","2023-12-03","3","Diciembre","2023","C2-2023","0"
"20231204","2023-12-04","4","Diciembre","2023","C2-2023","0"
"20231205","2023-12-05","5","Diciembre","2023","C2-2023","0"
"20231206","2023-12-06","6","Diciembre","2023","C2-2023","0"
"20231207","2023-12-07","7","Diciembre","2023","C2-2023","0"
"20231208","2023-12-08","8","Diciembre","2023","C2-2023","0"
"20231209","2023-12-09","9","Diciembre","2023","C2-2023","0"
"20231210","2023-12-10","10","Diciembre","2023","C2-2023","0"
"20231211","2023-12-11","11","Diciembre","2023","C2-2023","0"
"20231212","2023-12-12","12","Diciembre","2023","C2-2023","0"
"20231213","2023-12-13","13","Diciembre","2023","C2-2023","0"
"20231214","2023-12-14","14","Diciembre","2023","C2-2023","0"
"20231215","2023-12-15","15","Diciembre","2023","C2-2023","0"
"20231216","2023-12-16","16","Diciembre","2023","C2-2023","0"
"20231217","2023-12-17","17","Diciembre","2023","C2-2023","0"
"20231218","2023-12-18","18","Diciembre","2023","C2-2023","0"
"20231219","2023-12-19","19","Diciembre","2023","C2-2023","0"
"20231220","2023-12-20","20","Diciembre","2023","C2-2023","0"
"20240201","2024-02-01","1","Febrero","2024","C1-2024","0"
"20240202","2024-02-02","2","Febrero","2024","C1-2024","0"
"20240203","2024-02-03","3","Febrero","2024","C1-2024","0"
"20240204","2024-02-04","4","Febrero","2024","C1-2024","0"
"20240205","2024-02-05","5","Febrero","2024","C1-2024","0"
"20240206","2024-02-06","6","Febrero","2024","C1-2024","0"
"20240207","2024-02-07","7","Febrero","2024","C1-2024","0"
"20240208","2024-02-08","8","Febrero","2024","C1-2024","0"
"20240209","2024-02-09","9","Febrero","2024","C1-2024","0"
"20240210","2024-02-10","10","Febrero","2024","C1-2024","0"
"20240211","2024-02-11","11","Febrero","2024","C1-2024","0"
"20240212","2024-02-12","12","Febrero","2024","C1-2024","0"
"20240213","2024-02-13","13","Febrero","2024","C1-2024","0"
"20240214","2024-02-14","14","Febrero","2024","C1-2024","0"
"20240215","2024-02-15","15","Febrero","2024","C1-2024","0"
"20240216","2024-02-16","16","Febrero","2024","C1-2024","0"
"20240217","2024-02-17","17","Febrero","2024","C1-2024","0"
"20240218","2024-02-18","18","Febrero","2024","C1-2024","0"
"20240219","2024-02-19","19","Febrero","2024","C1-2024","0"
"20240220","2024-02-20","20","Febrero","2024","C1-2024","0"
"20240221","2024-02-21","21","Febrero","2024","C1-2024","0"
"20240222","2024-02-22","22","Febrero","2024","C1-2024","0"
"20240223","2024-02-23","23","Febrero","2024","C1-2024","0"
"20240224","2024-02-24","24","Febrero","2024","C1-2024","0"
"20240225","2024-02-25","25","Febrero","2024","C1-2024","0"
"20240226","2024-02-26","26","Febrero","2024","C1-2024","0"
"20240227","2024-02-27","27","Febrero","2024","C1-2024","0"
"20240228","2024-02-28","28","Febrero","2024","C1-2024","0"
"20240301","2024-03-01","1","Marzo","2024","C1-2024","0"
"20240302","2024-03-02","2","Marzo","2024","C1-2024","0"
"20240303","2024-03-03","3","Marzo","2024","C1-2024","0"
"20240304","2024-03-04","4","Marzo","2024","C1-2024","0"
"20240305","2024-03-05","5","Marzo","2024","C1-2024","0"
"20240306","2024-03-06","6","Marzo","2024","C1-2024","0"
"20240307","2024-03-07","7","Marzo","2024","C1-2024","0"
"20240308","2024-03-08","8","Marzo","2024","C1-2024","0"
"20240309","2024-03-09","9","Marzo","2024","C1-2024","0"
"20240310","2024-03-10","10","Marzo","2024","C1-2024","0"
"20240311","2024-03-11","11","Marzo","2024","C1-2024","0"
"20240312","2024-03-12","12","Marzo","2024","C1-2024","0"
"20240313","2024-03-13","13","Marzo","2024","C1-2024","0"
"20240314","2024-03-14","14","Marzo","2024","C1-2024","0"
"20240315","2024-03-15","15","Marzo","2024","C1-2024","0"
"20240316","2024-03-16","16","Marzo","2024","C1-2024","0"
"20240317","2024-03-17","17","Marzo","2024","C1-2024","0"
"20240318","2024-03-18","18","Marzo","2024","C1-2024","0"
"20240319","2024-03-19","19","Marzo","2024","C1-2024","0"
"20240320","2024-03-20","20","Marzo","2024","C1-2024","0"
"20240321","2024-03-21","21","Marzo","2024","C1-2024","0"
"20240322","2024-03-22","22","Marzo","2024","C1-2024","0"
"20240323","2024-03-23","23","Marzo","2024","C1-2024","0"
"20240324","2024-03-24","24","Marzo","2024","C1-2024","0"
"20240325","2024-03-25","25","Marzo","2024","C1-2024","0"
"20240326","2024-03-26","26","Marzo","2024","C1-2024","0"
"20240327","2024-03-27","27","Marzo","2024","C1-2024","0"
"20240328","2024-03-28","28","Marzo","2024","C1-2024","0"
"20240701","2024-07-01","1","Julio","2024","C1-2024","0"
"20240702","2024-07-02","2","Julio","2024","C1-2024","0"
"20240703","2024-07-03","3","Julio","2024","C1-2024","0"
"20240704","2024-07-04","4","Julio","2024","C1-2024","0"
"20240705","2024-07-05","5","Julio","2024","C1-2024","0"
"20240706","2024-07-06","6","Julio","2024","C1-2024","0"
"20240707","2024-07-07","7","Julio","2024","C1-2024","0"
"20240708","2024-07-08","8","Julio","2024","C1-2024","0"
"20240709","2024-07-09","9","Julio","2024","C1-2024","0"
"20240710","2024-07-10","10","Julio","2024","C1-2024","0"
"20240711","2024-07-11","11","Julio","2024","C1-2024","0"
"20240712","2024-07-12","12","Julio","2024","C1-2024","0"
"20240713","2024-07-13","13","Julio","2024","C1-2024","0"
"20240714","2024-07-14","14","Julio","2024","C1-2024","0"
"20240715","2024-07-15","15","Julio","2024","C1-2024","0"
"20240716","2024-07-16","16","Julio","2024","C1-2024","0"
"20240717","2024-07-17","17","Julio","2024","C1-2024","0"
"20240718","2024-07-18","18","Julio","2024","C1-2024","0"
"20240719","2024-07-19","19","Julio","2024","C1-2024","0"
"20240720","2024-07-20","20","Julio","2024","C1-2024","0"
"20240801","2024-08-01","1","Agosto","2024","C2-2024","0"
"20240802","2024-08-02","2","Agosto","2024","C2-2024","0"
"20240803","2024-08-03","3","Agosto","2024","C2-2024","0"
"20240804","2024-08-04","4","Agosto","2024","C2-2024","0"
"20240805","2024-08-05","5","Agosto","2024","C2-2024","0"
"20240806","2024-08-06","6","Agosto","2024","C2-2024","0"
"20240807","2024-08-07","7","Agosto","2024","C2-2024","0"
"20240808","2024-08-08","8","Agosto","2024","C2-2024","0"
"20240809","2024-08-09","9","Agosto","2024","C2-2024","0"
"20240810","2024-08-10","10","Agosto","2024","C2-2024","0"
"20240811","2024-08-11","11","Agosto","2024","C2-2024","0"
"20240812","2024-08-12","12","Agosto","2024","C2-2024","0"
"20240813","2024-08-13","13","Agosto","2024","C2-2024","0"
"20240814","2024-08-14","14","Agosto","2024","C2-2024","0"
"20240815","2024-08-15","15","Agosto","2024","C2-2024","0"
"20240816","2024-08-16","16","Agosto","2024","C2-2024","0"
"20240817","2024-08-17","17","Agosto","2024","C2-2024","0"
"20240818","2024-08-18","18","Agosto","2024","C2-2024","0"
"20240819","2024-08-19","19","Agosto","2024","C2-2024","0"
"20240820","2024-08-20","20","Agosto","2024","C2-2024","0"
"20241201","2024-12-01","1","Diciembre","2024","C2-2024","0"
"20241202","2024-12-02","2","Diciembre","2024","C2-2024","0"
"20241203","2024-12-03","3","Diciembre","2024","C2-2024","0"
"20241204","2024-12-04","4","Diciembre","2024","C2-2024","0"
"20241205","2024-12-05","5","Diciembre","2024","C2-2024","0"
"20241206","2024-12-06","6","Diciembre","2024","C2-2024","0"
"20241207","2024-12-07","7","Diciembre","2024","C2-2024","0"
"20241208","2024-12-08","8","Diciembre","2024","C2-2024","0"
"20241209","2024-12-09","9","Diciembre","2024","C2-2024","0"
"20241210","2024-12-10","10","Diciembre","2024","C2-2024","0"
"20241211","2024-12-11","11","Diciembre","2024","C2-2024","0"
"20241212","2024-12-12","12","Diciembre","2024","C2-2024","0"
"20241213","2024-12-13","13","Diciembre","2024","C2-2024","0"
"20241214","2024-12-14","14","Diciembre","2024","C2-2024","0"
"20241215","2024-12-15","15","Diciembre","2024","C2-2024","0"
"20241216","2024-12-16","16","Diciembre","2024","C2-2024","0"
"20241217","2024-12-17","17","Diciembre","2024","C2-2024","0"
"20241218","2024-12-18","18","Diciembre","2024","C2-2024","0"
"20241219","2024-12-19","19","Diciembre","2024","C2-2024","0"
"20241220","2024-12-20","20","Diciembre","2024","C2-2024","0"
