"1","1","20230715","2.00","3.00","2.00"
"2","1","20230715","3.00","2.00","2.00"
"3","1","20230715","3.00","3.00","2.00"
"4","5","20230715","4.00","2.00","4.00"
"5","5","20230715","3.00","4.00","3.00"
"6","5","20230715","4.00","2.00","3.00"
"7","5","20230715","4.00","2.00","2.00"
"8","5","20230715","3.00","4.00","3.00"
"9","5","20230715","3.00","2.00","3.00"
"10","5","20230715","4.00","3.00","4.00"
"11","5","20230715","3.00","3.00","3.00"
"12","5","20230715","4.00","2.00","3.00"
"13","5","20230715","3.00","5.00","3.00"
"14","5","20230715","2.00","4.00","4.00"
"15","9","20230715","3.00","3.00","4.00"
"16","9","20230715","4.00","3.00","4.00"
"17","9","20230715","4.00","4.00","3.00"
"18","9","20230715","3.00","3.00","4.00"
"19","9","20230715","3.00","4.00","3.00"
"20","9","20230715","4.00","3.00","3.00"
"21","9","20230715","4.00","3.00","3.00"
"22","9","20230715","4.00","3.00","3.00"
"23","9","20230715","4.00","4.00","3.00"
"24","9","20230715","4.00","4.00","3.00"
"25","9","20230715","4.00","3.00","3.00"
"26","9","20230715","3.00","4.00","3.00"
"27","9","20230715","4.00","5.00","4.00"
"28","9","20230715","4.00","2.00","4.00"
"29","9","20230715","4.00","4.00","3.00"
"30","17","20230715","5.00","4.00","4.00"
"31","17","20230715","4.00","4.00","4.00"
"32","17","20230715","4.00","4.00","4.00"
"33","17","20230715","5.00","3.00","4.00"
"34","17","20230715","4.00","4.00","3.00"
"35","25","20230715","5.00","4.00","4.00"
"36","25","20230715","3.00","4.00","3.00"
"37","25","20230715","4.00","4.00","3.00"
"38","25","20230715","2.00","5.00","3.00"
"39","25","20230715","4.00","4.00","3.00"
"40","25","20230715","3.00","4.00","4.00"
"41","25","20230715","4.00","4.00","4.00"
"42","25","20230715","4.00","4.00","4.00"
"43","25","20230715","3.00","4.00","3.00"
"44","42","20230715","3.00","3.00","4.00"
"45","42","20230715","4.00","3.00","3.00"
"46","42","20230715","4.00","3.00","3.00"
"47","42","20230715","5.00","3.00","4.00"
"48","42","20230715","4.00","4.00","4.00"
"49","42","20230715","3.00","3.00","3.00"
"50","42","20230715","2.00","4.00","3.00"
"51","42","20230715","4.00","3.00","3.00"
"52","42","20230715","2.00","4.00","4.00"
"53","42","20230715","4.00","4.00","3.00"
"54","42","20230715","2.00","3.00","3.00"
"55","42","20230715","4.00","4.00","4.00"
"56","42","20230715","2.00","3.00","4.00"
"57","44","20230715","4.00","3.00","4.00"
"58","44","20230715","3.00","3.00","3.00"
"59","44","20230715","3.00","1.00","3.00"
"60","44","20230715","3.00","4.00","3.00"
"61","44","20230715","3.00","3.00","3.00"
"62","44","20230715","3.00","3.00","3.00"
"63","44","20230715","2.00","2.00","3.00"
"64","44","20230715","3.00","2.00","3.00"
"65","44","20230715","3.00","3.00","4.00"
"66","48","20230715","4.00","4.00","4.00"
"67","48","20230715","3.00","4.00","2.00"
"68","48","20230715","3.00","3.00","3.00"
"69","60","20230715","3.00","3.00","2.00"
"70","60","20230715","3.00","3.00","3.00"
"71","60","20230715","2.00","2.00","3.00"
"72","60","20230715","2.00","2.00","3.00"
"73","60","20230715","3.00","4.00","2.00"
"74","60","20230715","3.00","2.00","2.00"
"75","60","20230715","4.00","3.00","2.00"
"76","60","20230715","3.00","3.00","3.00"
"77","60","20230715","4.00","3.00","3.00"
"78","60","20230715","2.00","3.00","2.00"
"79","60","20230715","3.00","3.00","3.00"
"80","60","20230715","3.00","4.00","3.00"
"81","81","20230715","3.00","4.00","4.00"
"82","81","20230715","4.00","4.00","5.00"
"83","81","20230715","4.00","4.00","2.00"
"84","85","20230715","5.00","4.00","5.00"
"85","85","20230715","5.00","5.00","4.00"
"86","85","20230715","5.00","5.00","5.00"
"87","99","20230715","3.00","3.00","3.00"
"88","99","20230715","4.00","3.00","3.00"
"89","99","20230715","3.00","4.00","2.00"
"90","99","20230715","3.00","4.00","3.00"
"91","99","20230715","3.00","3.00","4.00"
"92","99","20230715","3.00","4.00","2.00"
"93","99","20230715","3.00","2.00","4.00"
"94","99","20230715","4.00","3.00","4.00"
"95","99","20230715","2.00","3.00","3.00"
"96","99","20230715","3.00","3.00","3.00"
"97","99","20230715","3.00","3.00","4.00"
"98","106","20230715","3.00","4.00","4.00"
"99","106","20230715","4.00","3.00","4.00"
"100","106","20230715","4.00","4.00","4.00"
"101","106","20230715","3.00","4.00","4.00"
"102","106","20230715","4.00","4.00","3.00"
"103","106","20230715","4.00","4.00","4.00"
"104","106","20230715","4.00","4.00","4.00"
"105","106","20230715","3.00","4.00","3.00"
"106","106","20230715","3.00","4.00","5.00"
"107","106","20230715","5.00","4.00","4.00"
"108","106","20230715","4.00","5.00","3.00"
"109","106","20230715","4.00","4.00","4.00"
"110","106","20230715","5.00","3.00","5.00"
"111","109","20230715","3.00","4.00","2.00"
"112","109","20230715","2.00","3.00","3.00"
"113","109","20230715","3.00","3.00","4.00"
"114","109","20230715","4.00","3.00","4.00"
"115","109","20230715","2.00","4.00","4.00"
"116","109","20230715","3.00","4.00","3.00"
"117","113","20230715","2.00","2.00","3.00"
"118","113","20230715","3.00","3.00","3.00"
"119","113","20230715","1.00","3.00","3.00"
"120","113","20230715","2.00","2.00","2.00"
"121","113","20230715","3.00","2.00","2.00"
"122","113","20230715","2.00","2.00","3.00"
"123","113","20230715","2.00","3.00","2.00"
"124","113","20230715","2.00","2.00","2.00"
"125","113","20230715","2.00","3.00","2.00"
"126","113","20230715","3.00","2.00","3.00"
"127","113","20230715","2.00","1.00","2.00"
"128","113","20230715","1.00","3.00","2.00"
"129","113","20230715","3.00","2.00","2.00"
"130","113","20230715","2.00","2.00","2.00"
"131","129","20230715","3.00","3.00","4.00"
"132","129","20230715","3.00","4.00","4.00"
"133","129","20230715","4.00","5.00","3.00"
"134","129","20230715","4.00","4.00","4.00"
"135","129","20230715","3.00","3.00","4.00"
"136","129","20230715","5.00","4.00","4.00"
"137","129","20230715","4.00","4.00","4.00"
"138","129","20230715","5.00","4.00","4.00"
"139","129","20230715","4.00","5.00","4.00"
"140","129","20230715","4.00","5.00","4.00"
"141","129","20230715","4.00","5.00","4.00"
"142","129","20230715","5.00","3.00","4.00"
"143","129","20230715","4.00","3.00","3.00"
"144","129","20230715","2.00","4.00","3.00"
"145","129","20230715","4.00","4.00","3.00"
"146","135","20230715","5.00","5.00","5.00"
"147","135","20230715","5.00","4.00","5.00"
"148","135","20230715","3.00","4.00","4.00"
"149","135","20230715","4.00","5.00","5.00"
"150","135","20230715","5.00","5.00","5.00"
"151","135","20230715","5.00","5.00","5.00"
"152","135","20230715","5.00","4.00","5.00"
"153","135","20230715","5.00","4.00","4.00"
"154","135","20230715","3.00","5.00","5.00"
"155","135","20230715","5.00","5.00","5.00"
"156","135","20230715","4.00","5.00","5.00"
"157","135","20230715","5.00","5.00","5.00"
"158","135","20230715","4.00","5.00","5.00"
"159","135","20230715","5.00","5.00","5.00"
"160","135","20230715","4.00","5.00","5.00"
"161","149","20230715","2.00","2.00","3.00"
"162","149","20230715","3.00","3.00","3.00"
"163","149","20230715","3.00","3.00","3.00"
"164","149","20230715","4.00","3.00","2.00"
"165","149","20230715","2.00","3.00","4.00"
"166","149","20230715","2.00","3.00","4.00"
"167","149","20230715","3.00","3.00","3.00"
"168","149","20230715","3.00","4.00","3.00"
"169","149","20230715","3.00","3.00","3.00"
"170","165","20230715","2.00","2.00","3.00"
"171","165","20230715","3.00","3.00","2.00"
"172","165","20230715","2.00","2.00","3.00"
"173","173","20230715","2.00","3.00","3.00"
"174","173","20230715","3.00","3.00","3.00"
"175","173","20230715","3.00","3.00","3.00"
"176","173","20230715","4.00","2.00","3.00"
"177","173","20230715","3.00","4.00","3.00"
"178","173","20230715","3.00","3.00","3.00"
"179","173","20230715","2.00","2.00","3.00"
"180","173","20230715","3.00","3.00","2.00"
"181","173","20230715","3.00","2.00","3.00"
"182","173","20230715","2.00","3.00","2.00"
"183","173","20230715","2.00","4.00","3.00"
"184","173","20230715","3.00","3.00","3.00"
"185","173","20230715","2.00","3.00","2.00"
"186","173","20230715","3.00","3.00","2.00"
"187","177","20230715","3.00","4.00","3.00"
"188","177","20230715","4.00","3.00","4.00"
"189","177","20230715","4.00","5.00","4.00"
"190","177","20230715","4.00","4.00","4.00"
"191","177","20230715","5.00","4.00","5.00"
"192","185","20230715","2.00","4.00","3.00"
"193","185","20230715","3.00","4.00","4.00"
"194","185","20230715","3.00","4.00","4.00"
"195","185","20230715","3.00","4.00","4.00"
"196","189","20230715","4.00","4.00","3.00"
"197","189","20230715","4.00","4.00","4.00"
"198","189","20230715","4.00","3.00","3.00"
"199","189","20230715","4.00","5.00","3.00"
"200","189","20230715","5.00","4.00","4.00"
"201","189","20230715","3.00","4.00","5.00"
"202","189","20230715","4.00","3.00","5.00"
"203","197","20230715","3.00","3.00","3.00"
"204","197","20230715","3.00","3.00","2.00"
"205","197","20230715","3.00","3.00","4.00"
"206","197","20230715","4.00","4.00","3.00"
"207","197","20230715","3.00","5.00","2.00"
"208","201","20230715","2.00","3.00","4.00"
"209","201","20230715","3.00","4.00","3.00"
"210","201","20230715","4.00","2.00","4.00"
"211","201","20230715","3.00","3.00","4.00"
"212","201","20230715","4.00","3.00","3.00"
"213","201","20230715","2.00","3.00","3.00"
"214","201","20230715","3.00","3.00","3.00"
"215","201","20230715","5.00","3.00","2.00"
"216","205","20230715","3.00","5.00","3.00"
"217","205","20230715","3.00","5.00","4.00"
"218","205","20230715","4.00","3.00","3.00"
"219","205","20230715","3.00","4.00","4.00"
"220","205","20230715","4.00","4.00","4.00"
"221","205","20230715","4.00","3.00","4.00"
"222","205","20230715","4.00","4.00","4.00"
"223","205","20230715","4.00","4.00","4.00"
"224","205","20230715","4.00","4.00","4.00"
"225","205","20230715","4.00","3.00","4.00"
"226","205","20230715","4.00","3.00","5.00"
"227","205","20230715","4.00","4.00","4.00"
"228","205","20230715","4.00","4.00","4.00"
"229","205","20230715","4.00","4.00","5.00"
"230","213","20230715","3.00","4.00","3.00"
"231","213","20230715","2.00","4.00","4.00"
"232","213","20230715","3.00","3.00","4.00"
"233","213","20230715","4.00","4.00","3.00"
"234","213","20230715","3.00","4.00","3.00"
"235","213","20230715","3.00","4.00","4.00"
"236","213","20230715","3.00","4.00","3.00"
"237","213","20230715","1.00","3.00","4.00"
"238","213","20230715","3.00","4.00","3.00"
"239","213","20230715","4.00","2.00","3.00"
"240","213","20230715","3.00","5.00","3.00"
"241","213","20230715","4.00","3.00","4.00"
"242","213","20230715","3.00","4.00","3.00"
"243","213","20230715","2.00","5.00","3.00"
"244","213","20230715","3.00","4.00","3.00"
"245","217","20230715","3.00","4.00","2.00"
"246","217","20230715","3.00","4.00","3.00"
"247","217","20230715","3.00","4.00","4.00"
"248","217","20230715","4.00","3.00","3.00"
"249","217","20230715","3.00","3.00","3.00"
"250","217","20230715","3.00","3.00","3.00"
"251","217","20230715","4.00","3.00","3.00"
"252","217","20230715","4.00","3.00","3.00"
"253","217","20230715","3.00","4.00","3.00"
"254","217","20230715","4.00","3.00","3.00"
"255","217","20230715","4.00","3.00","3.00"
"256","225","20230715","3.00","3.00","4.00"
"257","225","20230715","3.00","3.00","2.00"
"258","225","20230715","4.00","4.00","3.00"
"259","225","20230715","3.00","4.00","3.00"
"260","225","20230715","2.00","4.00","3.00"
"261","225","20230715","4.00","3.00","3.00"
"262","225","20230715","3.00","4.00","3.00"
"263","225","20230715","4.00","4.00","3.00"
"264","229","20230715","4.00","3.00","2.00"
"265","229","20230715","4.00","5.00","3.00"
"266","229","20230715","2.00","3.00","3.00"
"267","229","20230715","5.00","3.00","3.00"
"268","229","20230715","4.00","3.00","4.00"
"269","229","20230715","3.00","3.00","3.00"
"270","229","20230715","4.00","3.00","3.00"
"271","229","20230715","2.00","4.00","3.00"
"272","229","20230715","5.00","3.00","3.00"
"273","229","20230715","2.00","4.00","4.00"
"274","231","20230715","3.00","4.00","4.00"
"275","231","20230715","4.00","3.00","4.00"
"276","231","20230715","3.00","3.00","3.00"
"277","231","20230715","4.00","3.00","4.00"
"278","231","20230715","4.00","3.00","3.00"
"279","231","20230715","3.00","5.00","3.00"
"280","231","20230715","3.00","3.00","3.00"
"281","236","20230715","5.00","5.00","5.00"
"282","236","20230715","5.00","5.00","5.00"
"283","236","20230715","5.00","5.00","5.00"
"284","236","20230715","5.00","5.00","5.00"
"285","236","20230715","5.00","5.00","5.00"
"286","236","20230715","5.00","5.00","5.00"
"287","236","20230715","5.00","5.00","5.00"
"288","258","20230715","1.00","2.00","2.00"
"289","258","20230715","3.00","2.00","2.00"
"290","258","20230715","2.00","2.00","2.00"
"291","258","20230715","2.00","2.00","2.00"
"292","258","20230715","1.00","2.00","2.00"
